pname,pdesc,Upc,Sku,Price,Uom,Pack,pcat,pcat1,pcat2,country,region
PLANTERS HONEY ROASTED CASHEW                               ,PLANTERS HONEY ROASTED CASHEW,029000075399   ,10396,1.89,EACH ,1,SNACKS                   , , , , 
LICOR 43                                                    ,LICOR 43,029929115411   ,10398,23.99,750 M,1,LIQUEUR                  , , , , 
JOSH CELLARS - RES. CAB SAUV NORTH COAST                    ,JOSH CELLARS - RES. CAB SAUV NORTH COAST,031259000046   ,10408,19.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
REDEMPTION BOURBON                                          ,REDEMPTION BOURBON,031259000718   ,10409,19.99,750 M,1,BOURBON WHISKEY          , , , , 
JOSH CELLARS - PINOT GRIGIO                                 ,JOSH CELLARS - PINOT GRIGIO,031259001456   ,10410,11.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
JOSH CELLARS - BRBN BAR CAB                                 ,JOSH CELLARS - BRBN BAR CAB,031259004327   ,10411,21.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
YELLOW TAIL - CHARDONNAY                                    ,YELLOW TAIL - CHARDONNAY,031259008929   ,10413,7.99,750 M,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - CHARDONNAY                                    ,YELLOW TAIL - CHARDONNAY,031259008936   ,10414,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - SHIRAZ                                        ,YELLOW TAIL - SHIRAZ,031259008950   ,10415,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - MERLOT                                        ,YELLOW TAIL - MERLOT,031259009230   ,10417,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - CABERNET                                      ,YELLOW TAIL - CABERNET,031259009452   ,10418,7.99,750 M,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - CABERNET                                      ,YELLOW TAIL - CABERNET,031259009469   ,10419,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - PINOT GRIGIO                                  ,YELLOW TAIL - PINOT GRIGIO,031259009711   ,10421,7.99,750 M,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - PINOT GRIGIO                                  ,YELLOW TAIL - PINOT GRIGIO,031259009728   ,10422,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - PINOT NOIR                                    ,YELLOW TAIL - PINOT NOIR,031259018492   ,10427,7.99,750 M,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - SAUVIGNON BLANC                               ,YELLOW TAIL - SAUVIGNON BLANC,031259032351   ,10428,7.99,750 M,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - PINOT NOIR                                    ,YELLOW TAIL - PINOT NOIR,031259032658   ,10430,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - MOSCATO                                       ,YELLOW TAIL - MOSCATO,031259032856   ,10432,7.99,750 M,1,IMPORTED - AUSTRALIA     , , , , 
YELLOW TAIL - MOSCATO                                       ,YELLOW TAIL - MOSCATO,031259032863   ,10433,11.99,1.5 L,1,IMPORTED - AUSTRALIA     , , , , 
JOSH CELLARS - PINOT NOIR                                   ,JOSH CELLARS - PINOT NOIR,031259046952   ,10434,15.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
JOSH CELLARS - SAUVIGNON BLANC                              ,JOSH CELLARS - SAUVIGNON BLANC,031259046976   ,10435,11.98,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
JOSH CELLARS - LEGACY                                       ,JOSH CELLARS - LEGACY,031259048024   ,10436,13.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
CORONA - REFRESCA                                           ,CORONA - REFRESCA,033544000137   ,10444,18.99,12 OZ,1,MALT BEVERAGE            , , , , 
CORONA PREMIER 18PK BTL                                     ,CORONA PREMIER 18PK BTL,033544000182   ,10445,24.99,12 OZ,1,IMPORTED                 , , , , 
MODELITO ESPECIAL                                           ,MODELITO ESPECIAL,033544000212   ,10446,21.99,7 OZ ,24,24 PACK BEER             , , , , 
CORONA SELTZER -  TROPICAL VARIETY PACK                     ,CORONA SELTZER -  TROPICAL VARIETY PACK,033544000434   ,10448,18.99,12 OZ,1,HARD SELTZER             , , , , 
CORONA SELTZER -  BERRY VARIETY PACK                        ,CORONA SELTZER -  BERRY VARIETY PACK,033544000687   ,10450,18.99,12 OZ,1,HARD SELTZER             , , , , 
CORONA PREMIER LOOSE CN                                     ,CORONA PREMIER LOOSE CN,033544001561   ,10453,28.99,12 OZ,24,24 PACK BEER             , , , , 
CORONA EXTRA 18PK CN                                        ,CORONA EXTRA 18PK CN,033544950029   ,10454,23.99,12 OZ,1,IMPORTED                 , , , , 
CORONA EXTRA LOOSE CN                                       ,CORONA EXTRA LOOSE CN,033544950159   ,10455,28.99,12 OZ,24,24 PACK BEER             , , , , 
PACIFICO CLARA CN                                           ,PACIFICO CLARA CN,033544950319   ,10457,17.99,12 OZ,1,IMPORTED                 , , , , 
CORONA PREMIER 12PK BTL                                     ,CORONA PREMIER 12PK BTL,033544950425   ,10459,17.99,12 OZ,1,IMPORTED                 , , , , 
CORONA PREMIER 12PK CN                                      ,CORONA PREMIER 12PK CN,033544950449   ,10460,17.99,12 OZ,1,IMPORTED                 , , , , 
KIT KAT                                                     ,KIT KAT,034000318735   ,10464,1.89,EACH ,1,SNACKS                   , , , , 
MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,03400519       ,10466,2.45,24 OZ,12,DOMESTIC BEER            , , , , 
KIT KAT DARK                                                ,KIT KAT DARK,03404603       ,10469,1.79,EACH ,1,SNACKS                   , , , , 
MILLER HIGH LIFE BTL                                        ,MILLER HIGH LIFE BTL,034100012564   ,10472,14.99,12 OZ,18,DOMESTIC BEER            , , , , 
MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,034100013400   ,10473,14.99,12 OZ,18,DOMESTIC BEER            , , , , 
MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,034100013417   ,10474,23.49,12 OZ,30,30 PACK BEER             , , , , 
MILLER HIGH LIFE BTL                                        ,MILLER HIGH LIFE BTL,034100015091   ,10476,11.99,12 OZ,24,DOMESTIC BEER            , , , , 
MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,034100016364   ,10477,11.99,12 OZ,24,DOMESTIC BEER            , , , , 
MILLER LITE BTL                                             ,MILLER LITE BTL,034100572563   ,10486,17.99,12 OZ,18,DOMESTIC BEER            , , , , 
MILLER LITE CN                                              ,MILLER LITE CN,034100573409   ,10487,17.99,12 OZ,18,DOMESTIC BEER            , , , , 
MILLER LITE CN                                              ,MILLER LITE CN,034100573416   ,10488,24.99,12 OZ,30,30 PACK BEER             , , , , 
MILLER LITE BTL                                             ,MILLER LITE BTL,034100575090   ,10489,14.39,12 OZ,24,DOMESTIC BEER            , , , , 
MILLER LITE CN                                              ,MILLER LITE CN,034100576363   ,10490,14.39,12 OZ,24,DOMESTIC BEER            , , , , 
MILLER LITE ALM                                             ,MILLER LITE ALM,034100577070   ,10491,20.5,16 OZ,15,DOMESTIC BEER            , , , , 
HERSHEY'S MILK CHOCOLATE                                    ,HERSHEY'S MILK CHOCOLATE,03424500       ,10496,2.39,EACH ,1,SNACKS                   , , , , 
MILLER LITE CN                                              ,MILLER LITE CN,03435515       ,10498,3.2,24 OZ,12,DOMESTIC BEER            , , , , 
MILLER LITE CN                                              ,MILLER LITE CN,03435719       ,10499,10.69,16 OZ,24,DOMESTIC BEER            , , , , 
MILLER LITE BTL                                             ,MILLER LITE BTL,343621301      ,10500,9.69,12 OZ,24,DOMESTIC BEER            , , , , 
REESE'S PEANUT BUTTER CUP                                   ,REESE'S PEANUT BUTTER CUP,03444009       ,10503,1.89,EACH ,1,SNACKS                   , , , , 
REDD'S APPLE ALE                                            ,REDD'S APPLE ALE,03477113       ,10507,10.99,12 OZ,1,CRAFT / MICRO            , , , , 
LEINENKUGEL OKTOBERFEST / TOASTED BOCK                      ,LEINENKUGEL OKTOBERFEST / TOASTED BOCK,03483512       ,10509,12.69,12 OZ,1,CRAFT / MICRO            , , , , 
ICE HOUSE                                                   ,ICE HOUSE,03488012       ,10511,1.7,24 OZ,12,DOMESTIC BEER            , , , , 
DOLE PINEAPPLE JUICE                                        ,DOLE PINEAPPLE JUICE,038900008185   ,10517,4.99,46 OZ,1,JUICE                    , , , , 
DOLE - PINEAPPLE                                            ,DOLE - PINEAPPLE,038900009632   ,10519,1.69,8.4 O,1,JUICE                    , , , , 
MICHTER'S SINGLE BARREL RYE                                 ,MICHTER'S SINGLE BARREL RYE,039383006507   ,10521,49.99,750 M,1,RYE WHISKEY              , , , , 
MICHTER'S US 1 BOURBON                                      ,MICHTER'S US 1 BOURBON,039383007184   ,10522,49.99,750 M,1,BOURBON WHISKEY          , , , , 
FARETTI BISCOTTI                                            ,FARETTI BISCOTTI,039383007337   ,10523,26.99,750 M,1,LIQUEUR                  , , , , 
CROP VODKA - ORGANIC TOMATO                                 ,CROP VODKA - ORGANIC TOMATO,039383007375   ,10524,26.99,750 M,1,VODKA                    , , , , 
CROP VODKA - CUCUMBER                                       ,CROP VODKA - CUCUMBER,039383007412   ,10525,26.99,750 M,1,VODKA                    , , , , 
FARETTI DECADENT BISCOTTI                                   ,FARETTI DECADENT BISCOTTI,039383008785   ,10526,29.99,750 M,1,LIQUEUR                  , , , , 
MICHTER'S US 1 SOUR MASH                                    ,MICHTER'S US 1 SOUR MASH,039383009072   ,10527,42.97,750 M,1,BOURBON WHISKEY          , , , , 
CROP VODKA - SPICED PUMPKIN                                 ,CROP VODKA - SPICED PUMPKIN,039383009317   ,10528,26.99,750 M,1,VODKA                    , , , , 
THREE MUSKETEERS                                            ,THREE MUSKETEERS,040000422082   ,10534,2.29,EACH ,1,SNACKS                   , , , , 
TWIX                                                        ,TWIX,040000514206   ,10535,1.79,PK   ,1,SNACKS                   , , , , 
FOUR ROSES BOURBON                                          ,FOUR ROSES BOURBON,040063400409   ,10538,24.99,750 M,1,BOURBON WHISKEY          , , , , 
RUSTIC SPIRITS MARGARITA                                    ,RUSTIC SPIRITS MARGARITA,040232151996   ,10540,19.99,750 M,1,PRE MIXED DRINKS         , , , , 
UNCLE NEAREST - 1884 SMALL BAT                              ,UNCLE NEAREST - 1884 SMALL BAT,040232379123   ,10544,49.99,750 M,1,BOURBON WHISKEY          , , , , 
MIGHTY SQUIRREL - DOUBLE CLOUD CANDY                        ,MIGHTY SQUIRREL - DOUBLE CLOUD CANDY,040232502071   ,10545,18.99,16 OZ,1,CRAFT / MICRO            , , , , 
MIGHTY SQUIRREL - CLOUD CANDY                               ,MIGHTY SQUIRREL - CLOUD CANDY,040232502101   ,10547,16.99,16 OZ,1,CRAFT / MICRO            , , , , 
MIGHTY SQUIRREL - MANGO LASSI                               ,MIGHTY SQUIRREL - MANGO LASSI,040232502132   ,10550,17.79,16 OZ,1,CRAFT / MICRO            , , , , 
UNCLE NEAREST - 1856 PREM WHIS                              ,UNCLE NEAREST - 1856 PREM WHIS,040232555442   ,10551,59.99,750 M,1,BOURBON WHISKEY          , , , , 
HARD ICE - ORANGE                                           ,HARD ICE - ORANGE,040232604850   ,10553,19.99,200 M,1,FROZEN POPS              , , , , 
MARTINELLIS SPARKLING CIDER                                 ,MARTINELLIS SPARKLING CIDER,04124467       ,10559,7.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
HARPOON IPA CN                                              ,HARPOON IPA CN,041827000743   ,10563,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
HARPOON IPA BTL                                             ,HARPOON IPA BTL,041827007124   ,10576,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
ARCTIC SUMMER - DAYTRIPPER                                  ,ARCTIC SUMMER - DAYTRIPPER,041827701138   ,10581,19.99,12 OZ,1,HARD SELTZER             , , , , 
HARPOON UFO WHITE CN                                        ,HARPOON UFO WHITE CN,041827900340   ,10582,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
HARPOON UFO WHITE BTL                                       ,HARPOON UFO WHITE BTL,041827903129   ,10589,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
CORBETT CANYON PINOT NOIR                                   ,CORBETT CANYON PINOT NOIR,041985310043   ,10590,7.99,1.5 L,1,FAMILY WINE              , , , , 
CORBETT CANYON MERLOT                                       ,CORBETT CANYON MERLOT,041985310142   ,10591,7.99,1.5 L,1,FAMILY WINE              , , , , 
CORBETT CANYON PINOT GRIGIO                                 ,CORBETT CANYON PINOT GRIGIO,041985310340   ,10592,7.99,1.5 L,1,FAMILY WINE              , , , , 
CORBETT CANYON CABERNET                                     ,CORBETT CANYON CABERNET,041985311842   ,10593,7.99,1.5 L,1,FAMILY WINE              , , , , 
CORBETT CANYON WHT ZIN                                      ,CORBETT CANYON WHT ZIN,041985313143   ,10594,7.99,1.5 L,1,FAMILY WINE              , , , , 
SCHOFFERHOFER HEFEWEIZEN HAPPY PACK                         ,SCHOFFERHOFER HEFEWEIZEN HAPPY PACK,042572048127   ,10602,17.99,12 OZ,1,IMPORTED                 , , , , 
AM SPIRIT - SKY                                             ,AM SPIRIT - SKY,047995200404   ,10603,14.65,PK   ,1,CIG TOB                  , , , , 
AM SPIRIT - LT BLUE BX                                      ,AM SPIRIT - LT BLUE BX,047995855086   ,10604,14.65,PK   ,1,CIG TOB                  , , , , 
AM SPIRIT - YELW BX                                         ,AM SPIRIT - YELW BX,047995855093   ,10605,14.65,PK   ,1,CIG TOB                  , , , , 
AM SPIRIT - TURQUOISE BX                                    ,AM SPIRIT - TURQUOISE BX,047995855246   ,10606,14.65,PK   ,1,CIG TOB                  , , , , 
TROPICANA OJ                                                ,TROPICANA OJ,048500000007   ,10610,4.49,32 OZ,1,JUICE                    , , , , 
TROPICANA - GRAPEFRUIT                                      ,TROPICANA - GRAPEFRUIT,048500000021   ,10611,3.99,32 OZ,1,JUICE                    , , , , 
GATORADE - FRUIT PUNCH                                      ,GATORADE - FRUIT PUNCH,052000328660   ,10617,2.25,20 OZ,1,ENERGY DRINKS            , , , , 
LA CREMA CHARDONNAY                                         ,LA CREMA CHARDONNAY,049331002222   ,10625,26.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
LA CREMA PINOT NOIR                                         ,LA CREMA PINOT NOIR,049331002307   ,10626,24.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
DISARONNO                                                   ,DISARONNO,050037014549   ,10628,4.25,50 ML,1,NIPS                     , , , , 
DISARONNO                                                   ,DISARONNO,050037015546   ,10629,12.99,200 M,1,HALF PINTS               , , , , 
DISARONNO                                                   ,DISARONNO,050037016420   ,10630,57.99,1.75 ,1,CORDIALS                 , , , , 
DISARONNO                                                   ,DISARONNO,050037084214   ,10631,24.99,375 M,1,PINTS                    , , , , 
DISARONNO                                                   ,DISARONNO,050037094466   ,10632,29.99,750 M,1,CORDIALS                 , , , , 
TIA MARIA                                                   ,TIA MARIA,050037597172   ,10633,27.99,750 M,1,LIQUEUR                  , , , , 
DISARONNO - VELVET                                          ,DISARONNO - VELVET,050037597752   ,10634,34.99,750 M,1,CORDIALS                 , , , , 
